0.025140451	-0.06215263	-0.037036933	-0.016049314	0.06645288	-0.029269297	-0.07200076	-0.06790633	-0.038420096	-0.08561302	0.10348343	0.042235404	-0.11890131	-0.027479336	-0.09664167	0.067705676
0.020938635	-0.007860222	-0.05206823	-0.046217997	0.0012461899	-0.01617968	0.0041805636	0.02406343	-0.07362892	-0.032079652	-0.022441937	-0.01960442	-0.035988513	-0.08671803	-0.060625274	-0.012176335
-0.02978362	0.0743759	0.060581323	0.028375296	-0.043709524	0.076989464	0.05688624	-0.021411128	-0.014444068	0.023627708	0.0021306344	-0.024413582	-0.048524037	-0.10581302	-0.026421662	-0.056668874
0.024716564	0.012549031	-0.0042821225	-0.005019265	0.0012080093	-0.0007202113	0.00975703	0.0032085236	-0.0848481	0.0033618892	0.006211511	0.007891679	-0.043549478	-0.032867514	-0.08263484	0.059523474
0.07372457	-0.018249603	-0.11359571	-0.11353759	0.100471385	-0.07855518	-0.099970676	0.019882062	-0.20169608	-0.0771748	0.062405635	0.09464412	-0.14101256	-0.031813145	-0.14766565	0.022044074
-0.04251237	0.055804487	0.034950137	0.11069138	-0.08993513	0.091945685	0.0044874405	0.06601239	-0.13560832	0.017222105	-0.065151915	-0.07544143	0.03377796	-0.1609353	0.025274256	-0.07665676
-0.025102142	0.038653377	0.051220976	-0.061392043	0.10548463	-0.009089647	0.02934634	0.030377068	-0.14964251	0.03458748	0.004907562	-0.06448728	-0.030032558	-0.05099072	0.056898654	0.101185165
-0.002341458	-0.025969336	-0.047296695	-0.06648583	0.08377882	-0.07027212	-0.08755488	0.08451769	-0.17173928	0.015072408	0.029233804	-0.020927865	-0.033876654	-0.06040614	-0.03094855	0.012476545
0.02854889	0.0042865546	-0.09139739	0.010491823	0.06486498	-0.07347301	-0.052129082	-0.01361302	-0.17766838	-0.05289261	0.06279112	0.08245341	-0.048894998	-0.06505573	-0.02740543	-0.016087638
-0.092406295	0.079419754	0.008509999	0.0064426055	-0.011828389	0.06285097	0.06242246	0.08314368	0.054891877	0.049683955	-0.02131455	-0.019632692	-0.0042407415	-0.049557876	0.065347075	0.10253323
0.007915533	0.06613691	0.021002756	-0.103510566	0.083243154	0.010046671	-0.020187786	0.11388609	-0.29879683	0.051375885	0.01913891	0.04787103	-0.024771597	-0.08177125	0.042433303	-0.014245462
-0.00843831	-0.12536761	-0.07507237	0.020141006	0.049525786	-0.054634985	-0.051145952	-0.138719	0.26256058	-0.032859184	0.00044133604	0.027115073	-0.09347145	0.100708105	-0.06296634	0.10357298
-0.03461771	0.030882953	0.049412012	0.03824677	0.041367374	0.036014687	0.025549626	0.010172395	-0.022951446	0.008048638	-0.051452603	0.018010158	0.003168079	-0.09861221	0.029073514	0.07437932
-0.09536668	-0.00036304683	0.075040184	-0.07373167	0.054296993	0.06814445	-0.012010219	0.029195132	0.027563697	0.05882912	0.024932	0.0023394213	-0.030585648	-0.025552133	-0.03292588	0.15434922
0.05840559	-0.12528129	-0.15245555	-0.081596375	0.026363395	-0.040257655	-0.09946269	-0.11350922	0.14408761	-0.08253406	0.037106756	0.10910538	-0.16374148	0.15255761	-0.18048187	0.13398425
-0.065350495	0.0059826435	0.03403949	0.054664686	0.0074616843	0.026488703	0.044818915	0.0036018123	-0.03568773	0.033939976	-0.054857466	-0.07907808	-0.037900127	-0.06626762	0.064991474	0.066636115
-0.058172256	0.020076603	0.013076695	-0.022615373	0.05006448	0.020521838	0.0365318	0.039152358	-0.035422876	0.057480823	-0.033066817	-0.054421518	-0.03311089	-0.0597588	0.04734571	0.073412925
-0.08961658	0.0612344	0.05883251	0.05603032	-0.053875223	0.11952836	0.06454762	-0.11864173	0.26674497	0.09588774	-0.018804211	-0.07085499	-0.028811842	-0.009243815	0.018749274	0.04841438
-0.041349784	0.07327303	0.03310186	0.04777883	-0.056820884	0.057659786	-0.02426027	-0.00052792474	-0.006061463	-0.008324222	-0.051829588	-0.08837783	-0.006414206	-0.08022722	-0.010859878	-0.039645176
0.08498049	0.024094945	-0.052704386	0.0015231001	0.006202139	-0.0064399694	-0.05867756	-0.057770643	-0.07713605	-0.06053145	0.033866078	-0.0063269413	-0.06344332	-0.014018768	-0.029064516	-0.043217152
-0.06682343	0.07199483	0.043993603	0.032716837	0.024813162	0.09114142	0.027061714	-0.051292535	-0.0048620766	0.0718911	-0.040599298	-0.05519407	-0.010777883	-0.11787965	0.0042925254	0.15421484
0.005001086	-0.02026412	-0.03297773	-0.017051822	-0.018809482	0.011922416	-0.04709635	-0.021460295	-0.097884886	0.045590416	-0.009195836	-0.002419667	-0.040082976	-0.06752341	-0.013622888	0.029104076
-0.03801889	0.07020083	0.0061809975	-0.015413984	-0.03007872	0.029667638	0.032954082	-0.004189951	-0.029077688	-0.010689083	-0.028886672	-0.042481773	0.015881684	-0.08198506	0.030513251	0.04408865
0.07875837	-0.08412518	-0.115543045	-0.034127977	-0.0014214688	-0.10090459	-0.07850694	-0.07108308	0.20579292	-0.102826215	0.05474385	0.08455801	-0.1596553	0.09065363	-0.054693967	0.095194004
-0.021756418	0.08986615	0.050530948	-0.047154214	0.051172722	0.056570224	0.012306705	0.119988255	-0.21265945	0.05190975	-0.08059927	-0.023979587	0.026004108	-0.11993624	0.043200318	0.062297132
-0.10476903	-0.012923835	0.029386034	0.17096992	-0.05495475	-0.0028655233	0.015562594	-0.08426702	0.15906812	0.0843913	-0.01333348	-0.08812216	-0.031327683	-0.068821706	-0.01038	0.015174666
-0.04585824	-0.042705037	0.025885351	0.13551843	-0.03620398	0.05925026	0.030325005	-0.17833327	0.38485813	0.0798956	-0.061997272	-0.04261283	-0.081188455	0.059945084	-0.024781486	0.10576534
0.057746366	0.032389805	-0.06869678	-0.10361458	0.044004124	-0.007911238	0.0021992251	0.07049302	-0.14768809	0.013626455	0.040483166	0.03095641	-0.059957724	-0.0745002	-0.027533483	0.024909781
